id,content,label
41,"['这家', '酒店', '太', '失望', '房间', '小', '再', '小', '服务态度', '天台', '泳池', '以外', '住', '海景', '酒店', '离天', '后车站', '价钱', '便宜', '下次', '香港', '肯定', '不住', '这家']",0
42,"['出于', '第一次', '住', '所谓', '星级', '酒店', '来说', '两句']",0
43,"['蓝天', '实在', '太烂', '房间', '程度', '服务态度', '垃圾', '级', '宽带', '不好', '使', '晚上', '直接', '问', '说', '故障', '中午', '份', '意大利', '牛肉', '粉', '吃', '差点', '吐出来', '白天', '忙', '应酬', '签完', '协议', '回来', '晚上', '性骚扰', '电话响', '次']",0
44,"['说', '气人', '事', '早上', '退房', '总服务台', '联系', '楼层', '第一次', '楼层', '说', '喝', '矿泉水', '直接', '告诉', '总服务台', '房间', '里面', '楼层', '说', '喝', '可乐', '晕死', '第三次', '楼层', '说', '卫生间', '避孕套', '盒子', '拆', '差点', '气死', '火', '问', '怎么回事', '星级', '酒店', '装', '样查', '查', '说', '月', '日', '住客', '消费', '呵呵', '足足', '分钟', '弄清楚', '开车', '送', '机场', '朋友', '站', '分钟', '看着', '真', '冒汗']",0
45,"['服务态度', '态度', '无所谓', '好坏']",0
46,"['总台', '看人', '眼白']",0
47,"['门童', '门童', '长', '样子', '没见']",0
48,"['房内', '锁', '坏']",0
49,"['酒店', '说明', '中文', '错', '潮州', '浙江', '说', '英文', '介绍', '酒店', '说明', '英文翻译', '拼写错误']",0
50,"['早餐', '吃', '完后', '外面', '找', '点', '东西', '吃']",0
51,"['房间', '价格', '晚', '押金']",0
52,"['地理位置', '不错', '距离', '商业中心', '政治', '中心', '黄河']",0
53,"['服务', '太差', '东部', '地区', '三星']",0
54,"['白天', '门童', '闲人', '说话', '招呼客人']",0
55,"['酒店', '住', '天', '一个', '服务', '人员', '遇到', '主动', '说', '你好']",0
56,"['早餐', '太', '差', '品种', '少', '服务', '差', '主动', '服务员', '问', '是否', '咖啡', '煎蛋', '厨师', '更是', '绝大多数', '不知去向', '态度', '很差']",0
57,"['酒店', '开业', '时间', '长', '地毯', '很脏', '棉签']",0
58,"['酒店', '结构', '奇怪', '感觉', '象是', '政府', '办公楼', '设计']",0
59,"['电梯', '速度', '慢', '一共', '客梯', '控制', '纽', '联网']",0
60,"['任何人', '客梯', '送', '快递', '送饭', '人']",0
61,"['大堂', '副理', '经理', '位置', '空', '只见', '几个', '军人', '坐在', '好', '奇怪']",0
62,"['一个', '愉快', '经历', '月', '日', '入住', '飞天', '大酒店', '觉得', '太旧', '号', '换', '酒店', '酒店', '飞天', '大酒店', '可差', '真是', '一个', '错误', '决定', '参见', '飞天', '大酒店', '评价']",0
63,"['补充', '点评', '年月日', '大床', '房', '大床', '根本', '最', '惊奇', '早晨', '服务员', '收拾', '好', '房间', '后', '回去', '一看', '椅子', '走', '样子', '根本', '复原', '扔', '地上', '一次性', '拖鞋', '塑料袋', '子', '收走', '根本', '开夜', '床', '服务', '水', '桶装水', '一次', '水', '打电话', '分钟', '后', '送过来', '太差', '建议', '住']",0
64,"['太', '令人', '失望', '携程', '预定', '应含', '双早', '总台', '餐券', '餐厅', '要收', '每人', '元才', '上餐', '浴室', '龙头', '坏', '头天', '入住', '报修', '后', '第二天', '退房', '没人', '修浴', '帘', '脏得', '看不出', '本来', '颜色', '太', '差劲']",0
65,"['反正', '酒店', '方面', '差强人意']",0
66,"['早餐', '没吃过', '作', '评价']",0
67,"['住', '一周', '换', '床单', '被子']",0
68,"['被子', '黑', '颜色', '脏东西']",0
69,"['地毯', '很脏']",0
70,"['酒店', '弥漫着', '一股', '油烟味', '道']",0
71,"['打扫', '方面', '时', '服务员', '好好', '地帮', '被子', '拉平']",0
72,"['放', '好', '位置', '皱巴巴']",0
73,"['从元', '房间', '换到', '元', '房间', '是因为', '本来', '一个', '人住', '两个', '房间', '单双床', '外', '区别']",0
74,"['酒店', '空调', '不好', '开', '房间']",0
75,"['问', '酒店', '空调', '问题']",0
76,"['太原', '本来', '好', '中级', '酒店']",0
77,"['城市', '失望', '没什么', '发展', '可言']",0
78,"['便宜', '之外', '再', '找不出', '优势', '卫生间', '设施', '相当', '简陋', '房间', '两个', '床头灯', '宽带', '接收', '附近', '居民', '家中', '无', '线路', '信号', '所谓', '双早', '每个', '房间', '块钱', '早餐券', '几个', '品种', '标有', '价格', '花生米', '卖', '块钱', '一碟', '每个', '人', '超过', '块钱', '后', '需', '现金支付']",0
79,"['明显', '携程', '客人', '受到', '礼遇', '年', '携程', '第一次', '怀疑', '是否', '必要', '继续', '携程']",0
80,"['星期', '前', '预订', '大床', '豪华', '客房', '要求', '面对', '泳池', '两大', '一小', '下午', '点', '托人', '办手续', '入住', '一个', '米床', '单间', '至点', '回', '酒店', '时', '发现', '不对经', '交涉', '换', '一间', '边远', '地带', '住宅', '两张', '单床', '豪客', '理由', '会议', '没房', '晚上', '点', '拖', '行李箱', '一只', '伤脚', '闹', '睡觉', '小孩', '酒店', '奔来', '奔', '令人', '愤怒']",0
81,"['致电', '要求', '大堂', '副理', '上门', '解释', '下文', '携程', '投诉', '酒店', '道歉', '免费', '升级', '减免', '房费', '免费送', '果盘', '讨饭']",0
82,"['这种', '服务态度', '再来', '酒店', '不在乎', '携程', '客人', '不来']",0
83,"['酒店设施', '旧', '简单', '只住', '一晚', '交通', '倒', '挺', '便利', '房间', '整体', '感觉', '有点', '脏', '应该', '是因为', '旧', '原因', '下次', '再', '换', '一家', '不想', '住', '没什么', '值得', '留恋', '网线']",0
84,"['有生以来', '入住', '最', '恐怖', '酒店', '印尼', '雅加达', '郊外', '酒店', '媲美', '笑']",0
85,"['房间', '里', '霉味', '烟味', '扑鼻', '窗户', '通风', '肮脏', '地毯', '斑斑点点', '污迹', '令人', '触目惊心']",0
86,"['厕所', '肮脏', '长年', '累积', '污斑', '臭味', '令人', '无法', '如厕']",0
87,"['楼道', '里', '昏暗', '昏暗', '晚上', '回', '房间', '请', '务必', '几个', '人', '同行']",0
88,"['还算', '优点', '服务员', '态度', '不错']",0
89,"['倒贴', '我元', '不肯', '再', '入住']",0
90,"['住', '楼', '正', '工地', '本来', '想', '市区', '施工', '点', '停工', '苦苦', '点', '不见', '停', '巨大', '桩', '机', '声响', '搞', '无法', '入睡', '玩', '一天', '累', '总台', '换', '房间', '总台', '说', '标准', '房', '爱人', '宝宝', '挤', '一个', '单人床', '一晚', '睡', '好', '酒店', '不肯', '退', '差价']",0
91,"['差', '服务']",0
92,"['几个', '朋友', '约', '好', '天津', '晚上', '玩牌', '方便', '特定', '订', '这家', '酒店', '房一厅', '房间', '先到', '自然', '先', '登记', '开房', '超过', '房间', '保留', '时间', '酒店', '留放', '遇到', '前台', '服务员', '冷冰冰', '吩咐', '我要', '所有人', '身份证', '那来', '登记', '不让', '电梯', '奇怪', '号称', '四星级', '酒店', '服务']",0
93,"['可气', '朋友', '办理', '完', '登记', '后进', '房间', '发现', '洗浴', '用品', '拖鞋', '一个', '人', '也就是说', '酒店', '这种', '手段', '防止', '登记', '入住', '房间', '令', '气愤', '我花', '六白', '多元', '住进', '这家', '所谓', '星级', '酒店', '享受', '这种', '低劣', '服务']",0
94,"['噩梦', '没完', '第二天', '退房', '前台', '收银', '房价', '问题', '一个', '人', '电话', '中', '扯皮', '分钟', '情愿', '我结', '帐']",0
95,"['知道', '酒店', '欺骗', '欺骗', '今晚', '大酒店', '太令', '失望', '强烈要求', '返还', '房费']",0
96,"['补充', '点评', '年月日', '评级', '问题', '分个', '分', '平均分', '分', '继续', '误导', '消费者']",0
97,"['酒店', '完全', '不够', '星', '级别', '发现', '酒店', '外观', '照片', '相差', '远', '很大', '大堂', '很土', '房间', '冷', '那天', '正好', '赶上', '下雨', '入住', '窗帘', '上拉上', '睡', '半夜', '冻醒', '早上', '发现', '原来', '窗户', '开', '服务员', '窗户', '关上', '也许', '是我太', '粗心', '洗澡', '地方', '不好', '淋浴房', '很小', '伸展', '开', '床上', '用品', '差', '被子', '薄', '楼上', '餐厅', '超贵', '一个', '西红柿', '炒蛋', '刀磨', '相当', '下次', '住', '太差']",0
98,"['太', '搞笑', '住', '酒店宾馆', '收', '停车费', '唯独', '东', '宾馆', '收', '停车费', '事先', '说明', '一个', '当兵', '收', '停车费', '时', '破口大骂', '先震', '四晕', '八素', '发懵时', '一鼓作气', '骂', '声音', '特大', '一副', '要钱', '要命', '一条', '架势', '最后', '闹', '收费', '直犯', '晕', '最后', '收费', '方法', '供', '以后', '拄', '这家', '宾馆', '人', '借鉴', '一下', '方法', '模仿', '此次', '未', '交费', '纯属', '侥幸', '感想', '一经', '发表', '评论', '人', '观点', '一个', '字差', '奉劝', '住店', '前', '三四', '行']",0
99,"['保护环境', '第二天', '要求', '换', '床单', '床', '整理', '好', '草草', '搞', '一下', '皱巴巴', '实在', '达', '不到', '四星', '二星', '勉强']",0
100,"['价格', '系统', '国际惯例', '相差', '甚远', '留下', '印象', '这是', '一家', '黑店', '斩', '一个', '斩', '一个', '希望', '入住', '酒店', '客人', '价格', '各种渠道', '时间段', '认真', '核对', '下', '订单', '必要', '随时', '撤单', '挨', '斩']",0
101,"['说', '实在', '失望', '之前', '其他人', '点评', '后', '觉得', '大跌眼镜', '想', '这家', '酒店', '以后', '无论如何', '再']",0
102,"['十一', '开车', '宾馆', '接线员', '热情', '引领', '下较', '容易', '找到', '进入', '房间', '后', '变', '房间', '一楼', '电视', '遥控', '空调', '全天', '电话', '不通', '询问', '服务', '小姐', '一问三不知', '旅游', '咨询', '空', '住', '三天', '两夜', '一尘', '不变']",0
103,"['宾馆', '餐厅', '菜', '好象', '外面', '土', '菜馆', '烹饪', '好', '一些', '价格', '作', '评论']",0
104,"['下次', '再也', '不去', '喽']",0
105,"['怀疑', '五星', '酒店', '评价', '标准', '三星', '失望']",0
106,"['我本', '以为', '最好', '房间', '应该', '地毯', '干净', '房间', '安静', '肥皂', '浴帽', '可惜', '入住', '之后', '却', '发现', '地毯', '脏得', '可怕', '一股', '难闻', '味道', '房间', '里面', '知道', '机器', '吱吱作响', '人', '无法', '入睡', '卫生间', '里面', '羽毛', '盒', '空']",0
107,"['太', '恐怖', '拉', '最高级', '房间', '标间', '住', '人']",0
108,"['早餐', '咖啡', '涼', '齐齐哈尔', '天气']",0
109,"['世界', '最差', '星级', '酒店', '电视', '床头柜', '只配', '一个', '如厕', '需经', '走廊', '一句', '话', '烂尾楼', '改装', '酒店', '不肯', '花钱', '民工', '出租屋']",0
110,"['整体', '感觉', '酒店', '比较', '小', '大堂', '电梯', '走廊', '客房', '卫生间', '比较', '小', '最', '不能容忍', '小', '坐', '大小便', '进行', '传染性', '病', '危险', '客房', '壁纸', '坏', '厉害', '停车场', '房客', '收费', '感觉不好', '建议', '酒店', '小', '坐', '换掉', '真的', '没人敢', '入住']",0
111,"['香格里拉', '金环', '行政', '级', '会员', '每次', '入住', '香格里拉', '回家', '感觉', '中山', '香格里拉', '出现', '一连串', '低级', '服务', '留下', '恶劣', '印象']",0
112,"['订', '珠海', '机场', '接机', '服务', '到达', '机场', '出口', '看到', '接机', '人', '第一次', '遇到', '这种', '情况', '打电话', '酒店', '催问', '分钟', '后车']",0
113,"['订', '豪华', '阁', '西', '楼层', '豪华', '阁', '行政', '酒廊', '办理', '入住', '却', '房间', '安排', '东楼', '楼', '之间', '走', '多分钟', '入住', '豪华', '阁', '使用', '酒廊', '方便', '安排', '远', '楼层', '征求', '意见', '入住', '手续', '所有', '香格里拉酒店', '耗时', '最长', '一次', '当时', '一个', '人', '办理手续', '应该', '分钟', '房间', '老旧', '烟味', '浓重', '说', '升级', '套房', '事先', '说明', '接受', '订', '一间', '豪华', '阁', '升级', '安排', '东楼', '六楼']",0
114,"['早餐', '中餐厅', '有元', '双人', '套餐', '先到', '几个', '点心', '嘱咐', '服务员', '客人', '套餐', '单再点', '几个', '点心', '应该', '元', '套餐', '结帐', '客人', '服务员', '却', '递给', '一张', '零点', '菜单', '点', '几个', '点心', '结帐', '结帐', '付', '元', '这点', '小钱', '赚', '香格里拉', '堕落']",0
115,"['退房', '时', '要求', '开发票', '事先', '说明', '两种', '发票', '一种', '手开', '一种', '定额', '撕票', '事先', '客人', '说明', '一下', '再', '动手']",0
116,"['一路', '顺利', '一向', '美好', '香格里拉', '中山', '堕落', '差', '地步']",0
117,"['严重', '不爽']",0
118,"['太', '前台', '态度', '恶劣', '门童', '热情', '留', '房间', '换', '说', '强调', '重庆', '忌讳', '表态', '说', '站', '前台', '直到', '换房', '情景', '说', '一个', '总留', '一间', '房是', '房型', '忌讳', '留给', '那人', '可气', '欺负', '携程', '网民', '咯先换', '同志', '午夜', '点到', '酒店', '拿到', '房号', '房间', '看着', '墙上', '钟汗']",0
119,"['位置', '太偏', '再', '一个', '很深', '胡同', '里', '难', '找到', '结帐', '时', '电脑', '故障', '前台', '漫不经心', '说', '明天', '再来', '开', '寄', '外地人', '明天', '再来', '老外', '寄', '国外']",0
120,"['设施', '老化', '紧靠', '马路', '噪音', '太', '晚上', '楼上', '卫生间', '水流声', '空调', '噪音', '无法', '入眠', '总台', '反映', '后', '服务员', '姗姗来迟', '强调', '建议', '入住', '开发区', '安庆', '大酒店', '市区', '路', '锦江', '之星']",0
121,"['酒店设施', '陈旧', '服务员', '态度生硬', '位置', '偏僻']",0
122,"['房间', '奇型', '怪状', '环境', '厕所', '超大', '床超', '小', '价格', '高', '送餐', '还要', '收', '服务费', '家', '客满', '住']",0
123,"['酒店', '内有', '刺鼻', '浓味', '尤其', '道', '酒店', '装修', '入住', '前', '酒店', '确认', '好', '积分', '累计', '事后', '找', '借口', '说', '房价', '太低', '不予', '累计', '推荐', '入住', '酒店']",0
124,"['帮', '朋友', '订', '反映', '不是太好', '想必', '城市', '规模', '关系', '宜昌', '四星', '肯定', '大城市', '四星', '相比', '说', '入住', '情况']",0
125,"['房间', '比较', '旧', '设施', '好像', '比较', '古老', '清洁', '程度', '有待', '考察']",0
126,[],0
127,"['说', '英语', '服务员', '说', '英语', '服务员', '说', '英语', '四星级', '考虑', '提高', '接待', '外宾', '水平', '更何况', '三峡', '外国游客']",0
128,"['月', '号', '入住', '真是', '后悔', '三星', '却', '招待所', '水准', '房间', '设施', '陈旧', '最', '要命', '第一天', '八点', '起床', '后', '发现', '热水', '总台', '总说', '再', '干脆', '说', '上午', '热水', '真是', '景区', '发现', '家庭旅馆', '好', '价格便宜', '强烈要求', '携程', '再', '推荐', '酒店']",0
129,"['酒店', '前台', '服务员', '善意', '提醒', '预定', '房间', '吵', '靠近', '高架', '房间', '收费', '宽带', '查看', '房间', '后', '感觉', '服务员', '等待', '再', '下楼', '登记', '要求', '登记', '好像', '担心', '偷', '东西']",0
130,"['电力', '宾馆', '根本', '就象', '私人', '大车', '店', '服务', '规范', '收款', '入住', '宾馆', '打开', '房门', '一看', '纸篓', '满满的', '洗手盆', '里', '污水', '马桶', '里', '污水', '马桶', '长流水', '毛巾', '地板', '灰色', '打扫', '房间', '洗手盆', '里', '黑乎乎', '油污', '第二天', '早晨', '刚刚', '起床', '服务员', '连门', '敲', '直接', '推门', '说', '打扫', '房间', '离开', '房间', '告诉', '总台', '打扫', '小时', '以后', '回来', '房间', '里', '走', '房间', '里', '电视', '宽带', '再次', '找', '总台', '半个', '小时', '人来', '一种', '愚弄', '感觉', '建议', '携程网', '取消', '宾馆', '合同', '也许', '影响', '信誉']",0
131,"['房间', '小', '旧']",0
132,"['晚上', '点下', '大堂', '去续', '房', '看见', '一只', '老鼠', '穿堂']",0
133,"['中午', '点', '入住', '到达', '房间', '门口', '却', '发现', '两张', '房卡', '无法', '打开', '门锁', '楼层', '服务员', '打开', '后', '承诺', '好', '房卡', '送上来', '直至', '下午', '点', '未见有人', '送卡', '只得', '下楼', '自取', '就餐', '后', '回来', '告知', '电梯', '漏水', '停用', '现场', '一片', '混乱', '无人', '确定', '回房', '冒险', '乘坐', '唯一', '一部', '回到', '房间', '却', '发现', '床头灯', '自动', '忽亮', '忽灭', '水箱', '没水', '房门', '没锁', '服务员', '后经', '检查', '告知', '需要', '换房', '此时', '已近', '夜点', '调换', '新', '房间', '后', '只', '想', '洗澡', '睡觉', '不想', '浴室', '却', '无', '洗头', '液', '沐浴液', '牙刷', '盒内', '无', '牙刷', '物品', '空盒', '实在', '沮丧', '酒店', '硬件', '软件', '无法', '达到', '星', '标准', '星', '下次', '再住']",0
134,"['酒店', '主楼', '房间', '不错', '建议', '最好', '住', '附楼', '房间', '质量', '酒店', '四星级', '标准', '差距', '太大', '强烈建议', '酒店', '提高', '人员素质', '服务', '人员', '工作', '态度', '差', '入住', '当晚', '半夜', '点多', '发现', '房间', '空调', '漏水', '晕', '当时', '便宜', '房间', '本来', '生气', '想', '说', '通知', '前台', '换房', '好', '知道', '前台', '一句', '这么晚', '方便', '处理', '没什么', '关系', '下', '好', '偶', '当时', '发飙', '最后', '坚持', '换', '房间', '人', '一肚子气', '出钱', '住店', '半夜', '睡觉', '搬动', '抱怨', '一个', '值班', '时间', '工作人员', '还要', '情愿', '真是', '知道', '素质']",0
135,"['客房', '服务态度', '好']",0
136,"['早餐', '算', '不错']",0
137,"['房间', '灯光', '太', '满意']",0
138,"['最好', '别去', '差', '完', '差想', '换', '酒店', '服务费', '没待', '房间', '分', '种', '解决', '问题', '可觉', '下次']",0
139,"['性价比', '太差', '严重', '复合', '所谓', '星', '标准', '周围', '环境空气', '较差', '最', '麻烦', '空调', '系统', '冷气', '夹杂', '浓重', '烟味', '开窗', '没法', '生存']",0
140,"['酒店', '很差', '挂牌', '星', '准星', '感觉', '房间', '很大', '设施', '灯光', '太暗', '海景房', '远远望去', '看到', '房间', '里', '霉', '味道', '强烈', '月', '房间', '里', '蚊子', '咬', '包']",0
141,"['价格', '还要', '加', '政府', '税元', '包括', '早餐', '宽带', '宽带', '元', '小时', '元', '一天', '早餐', '广东', '式', '早茶', '单点', '浪费时间', '算来', '－', '左右', '价格', '上海', '北京', '广州', '住', '象样', '四星']",0
142,"['希望', '找', '好', '一点', '酒店', '当地', '假日', '价格', '有点', '高', '没住', '信任', '假日', '品牌', '是否', '找', '一些', '比较', '好', '四星']",0
143,"['订', '豪华', '单人房', '双人房', '小', '设施', '差', '茶几', '圈椅', '价格比', '双人房', '却', '贵', '好多', '真的', '不可思议', '酒店', '双人房', '常客', '也许', '酒店', '觉得', '不靠', '谱', '外出', '悄悄地', '搬进', '两张', '圈椅', '原来', '房间', '里', '靠背椅', '换', '房间', '空间', '太小', '椅子', '实际上', '无法', '坐人', '只能', '放', '东西']",0
144,"['前台', '服务', '算', '身份证', '忘带', '告诉', '常客', '查', '一下', '电脑', '资料', '就让', '入住']",0
145,"['服务', '真的', '很差', '住', '酒店', '中', '最差', '房间', '旧', '招待所', '没什么', '区别', '住', '后悔']",0
146,"['有没有', '搞错', '点评', '登出来', '网站', '只', '维护', '酒店', '利益', '客户', '感受', '现在', '感冒', '什么世道']",0
147,"['补充', '点评', '年月日', '这家', '酒店', '服务', '两个', '形容', '太', '差', '服务员', '素质', '一分', '暖气', '小到', '感冒', '现在', '好']",0
148,"['宾馆', '反馈', '年月日', '入住', '酒店', '期间', '愉快', '经历', '抱歉', '努力', '改正', '提出', '意见', '加强', '员工', '教育', '真诚', '希望', '再次', '光临']",0
149,"['住', '所有', '旅馆', '里', '最差', '一个', '预订', '时说', '希望', '无烟', '房', '开', '房门', '以后', '烟味', '体臭味', '搞', '一夜', '未眠', '旅馆', '根本', '无烟', '房', '携程', '事先', '说', '一下', '算是', '失职', '设施', '破旧', '毛巾', '发黄', '床单', '被套', '旧旧', '搞不清', '有没有', '换洗', '服务', '人员', '全是']",0
